simulation,ignition-row,ignition-col,max-runtime,temperature,relative-humidity,wind-speed-20ft,wind-from-direction,foliar-moisture,ellipse-adjustment-factor,fire-size,flame-length-mean,flame-length-stddev,fire-line-intensity-mean,fire-line-intensity-stddev,crown-fire-size,spot-count
1,300,300,2400,"Large array with shape: [73,800,800]","Large array with shape: [73,800,800]","Large array with shape: [73,800,800]","Large array with shape: [73,800,800]",90,1.0,629.3929876528925,2.432952448642318,28.70791744185724,17405.426684406753,1143245.4402631498,0.14825962314049584,0
