simulation,ignition-row,ignition-col,max-runtime,temperature,relative-humidity,wind-speed-20ft,wind-from-direction,foliar-moisture,ellipse-adjustment-factor,fire-size,flame-length-mean,flame-length-stddev,fire-line-intensity-mean,fire-line-intensity-stddev,crown-fire-size,spot-count
1,300,300,100,"Large array with shape: [1,800,800]","Large array with shape: [1,800,800]","Large array with shape: [1,512,512]","Large array with shape: [1,512,512]",90,1.0,3.687958125619834,2.133993863282408,0.5649019411139855,32.103970013112324,17.783798246615117,0.0,0
