simulation,ignition-row,ignition-col,max-runtime,temperature,relative-humidity,wind-speed-20ft,wind-from-direction,foliar-moisture,ellipse-adjustment-factor,fire-size,flame-length-mean,flame-length-stddev,fire-line-intensity-mean,fire-line-intensity-stddev,crown-fire-size,spot-count
1,,,2000,"Large array with shape: [1,800,800]","Large array with shape: [1,800,800]","Large array with shape: [1,512,512]","Large array with shape: [1,512,512]",90,1.0,1125.2472972462808,5.714914931521521,64.84173616442152,87081.66682708007,2977355.5912953145,4.188334353719008,0
