simulation,ignition-row,ignition-col,max-runtime,temperature,relative-humidity,wind-speed-20ft,wind-from-direction,foliar-moisture,ellipse-adjustment-factor,fire-size,flame-length-mean,flame-length-stddev,fire-line-intensity-mean,fire-line-intensity-stddev,crown-fire-size,spot-count
1,,,100,"Large array with shape: [1,800,800]","Large array with shape: [1,800,800]","Large array with shape: [1,512,512]","Large array with shape: [1,512,512]",90,1.0,13.948759543801652,3.652164477206338,1.257924881558674,109.16957001620024,76.13992724861416,0.0,0
