simulation,ignition-row,ignition-col,max-runtime,temperature,relative-humidity,wind-speed-20ft,wind-from-direction,foliar-moisture,ellipse-adjustment-factor,fire-size,flame-length-mean,flame-length-stddev,fire-line-intensity-mean,fire-line-intensity-stddev,crown-fire-size,spot-count
1,,,4000,"Large array with shape: [1,800,800]","Large array with shape: [1,800,800]","Large array with shape: [1,512,512]","Large array with shape: [1,512,512]",90,1.0,755.9387534876032,1.1994139550445821,0.7968771550698334,13.347637211751474,21.847433048629714,0.0,0
