simulation,ignition-row,ignition-col,max-runtime,temperature,relative-humidity,wind-speed-20ft,wind-from-direction,foliar-moisture,ellipse-adjustment-factor,fire-size,flame-length-mean,flame-length-stddev,fire-line-intensity-mean,fire-line-intensity-stddev,crown-fire-size,spot-count
1,300,300,1000,"Large array with shape: [1,800,800]","Large array with shape: [1,800,800]","Large array with shape: [1,512,512]","Large array with shape: [1,512,512]",90,1.0,138.6227476363636,3.2822627248426297,27.670472088686537,13311.241617702855,282019.2093331801,0.308874214876033,0
